nan,0.0019944310188293457,l1,0.01,True,True
nan,0.0024657249450683594,l2,0.01,True,True
nan,0.00324171781539917,l1,0.01,True,False
nan,0.0032416582107543945,l2,0.01,True,False
nan,0.0027431249618530273,l1,0.01,False,True
0.49925507771294175,0.23138195276260376,l2,0.01,False,True
nan,0.0014961957931518555,l1,0.01,False,False
0.6583307344274971,0.13713347911834717,l2,0.01,False,False
nan,0.0014962553977966309,l1,0.1,True,True
nan,0.0014960169792175293,l2,0.1,True,True
nan,0.001246631145477295,l1,0.1,True,False
nan,0.001246809959411621,l2,0.1,True,False
nan,0.0012468695640563965,l1,0.1,False,True
0.631053171302685,0.5990710854530334,l2,0.1,False,True
nan,0.0010096430778503418,l1,0.1,False,False
0.67674208758248,0.21068614721298218,l2,0.1,False,False
nan,0.0017451643943786621,l1,1,True,True
nan,0.0024843215942382812,l2,1,True,True
nan,0.001995265483856201,l1,1,True,False
nan,0.0024936795234680176,l2,1,True,False
nan,0.0022445321083068848,l1,1,False,True
0.7270582508858321,1.826780378818512,l2,1,False,True
nan,0.0012426376342773438,l1,1,False,False
0.7344760286340901,0.36345797777175903,l2,1,False,False
nan,0.0010042786598205566,l1,10,True,True
nan,0.0022439956665039062,l2,10,True,True
nan,0.0012466907501220703,l1,10,True,False
nan,0.0017458200454711914,l2,10,True,False
nan,0.0014958977699279785,l1,10,False,True
0.7561130101393259,2.3653676509857178,l2,10,False,True
nan,0.0022501349449157715,l1,10,False,False
0.755306521803352,0.759987473487854,l2,10,False,False
nan,0.0022631287574768066,l1,50,True,True
nan,0.0015621185302734375,l2,50,True,True
nan,0.0022614002227783203,l1,50,True,False
nan,0.0022437572479248047,l2,50,True,False
nan,0.002493560314178467,l1,50,False,True
0.7445004616318345,2.553650140762329,l2,50,False,True
nan,0.0027441978454589844,l1,50,False,False
0.7423078274910809,1.2551549673080444,l2,50,False,False
nan,0.0024996399879455566,l1,100,True,True
nan,0.002991974353790283,l2,100,True,True
nan,0.002242743968963623,l1,100,True,False
nan,0.002493441104888916,l2,100,True,False
nan,0.0017453432083129883,l1,100,False,True
0.7409325321600804,2.6100773215293884,l2,100,False,True
nan,0.0027425289154052734,l1,100,False,False
0.7348207820404133,1.5029954314231873,l2,100,False,False
